"year","zone","type","ratio"
"2013","S01001916","Pre 1991",0
"2013","S01001916","All",0
"2009","S01001916","All",0
"2004","S01001916","All",0
"2012","S01001916","All",0
"2005","S01001916","All",0
"2010","S01001916","All",0
"2006","S01001916","All",0
"2014","S01001916","All",0
"2007","S01001916","All",0
"2011","S01001916","All",0
"2008","S01001916","All",0
"2004","S01001917","Pre 1991",0
"2005","S01001917","Pre 1991",0
"2006","S01001917","Pre 1991",0
"2007","S01001917","Pre 1991",0
"2008","S01001917","Pre 1991",0
"2009","S01001917","Pre 1991",0
"2010","S01001917","Pre 1991",0
"2011","S01001917","Pre 1991",0
"2012","S01001917","Pre 1991",10
"2013","S01001917","Pre 1991",0
"2013","S01001917","All","16.8"
"2009","S01001917","All","3.1"
"2004","S01001917","All",0
"2012","S01001917","All",10
"2005","S01001917","All",0
"2010","S01001917","All","3.1"
"2006","S01001917","All",0
"2014","S01001917","All","16.8"
"2007","S01001917","All",0
"2011","S01001917","All",0
"2008","S01001917","All",0
"2004","S01001918","Pre 1991",0
"2005","S01001918","Pre 1991",0
"2006","S01001918","Pre 1991",0
"2007","S01001918","Pre 1991",0
"2008","S01001918","Pre 1991",0
"2009","S01001918","Pre 1991",0
"2010","S01001918","Pre 1991",0
"2011","S01001918","Pre 1991",0
"2012","S01001918","Pre 1991",0
"2013","S01001918","Pre 1991",0
"2013","S01001918","All",0
"2009","S01001918","All",0
"2004","S01001918","All",0
"2012","S01001918","All",0
"2005","S01001918","All",0
"2010","S01001918","All",0
"2006","S01001918","All",0
"2014","S01001918","All",0
"2007","S01001918","All",0
"2011","S01001918","All",0
"2008","S01001918","All",0
"2004","S01001919","Pre 1991",0
"2005","S01001919","Pre 1991",0
"2006","S01001919","Pre 1991",0
"2007","S01001919","Pre 1991",0
"2008","S01001919","Pre 1991",0
"2009","S01001919","Pre 1991",0
"2010","S01001919","Pre 1991",0
"2011","S01001919","Pre 1991",0
"2012","S01001919","Pre 1991",0
"2013","S01001919","Pre 1991",0
"2013","S01001919","All",0
"2009","S01001919","All",0
"2004","S01001919","All",0
"2012","S01001919","All",0
"2005","S01001919","All",0
"2010","S01001919","All",0
"2006","S01001919","All",0
"2014","S01001919","All",0
"2007","S01001919","All",0
"2011","S01001919","All",0
"2008","S01001919","All",0
"2004","S01001920","Pre 1991",0
"2005","S01001920","Pre 1991",0
"2006","S01001920","Pre 1991",0
"2007","S01001920","Pre 1991",0
"2008","S01001920","Pre 1991",0
"2009","S01001920","Pre 1991",0
"2010","S01001920","Pre 1991",0
"2011","S01001920","Pre 1991",0
"2012","S01001920","Pre 1991",0
"2013","S01001920","Pre 1991",0
"2013","S01001920","All","5.4"
"2009","S01001920","All","4.9"
"2004","S01001920","All",0
"2012","S01001920","All","4.8"
"2005","S01001920","All",0
"2010","S01001920","All","4.8"
"2006","S01001920","All",0
"2014","S01001920","All","5.4"
"2007","S01001920","All",0
"2011","S01001920","All","4.8"
"2008","S01001920","All","9.8"
"2004","S01001921","Pre 1991",0
"2005","S01001921","Pre 1991",0
"2006","S01001921","Pre 1991",0
"2007","S01001921","Pre 1991",0
"2008","S01001921","Pre 1991",0
"2009","S01001921","Pre 1991",0
"2010","S01001921","Pre 1991",0
"2011","S01001921","Pre 1991",0
"2012","S01001921","Pre 1991",0
"2013","S01001921","Pre 1991",0
"2013","S01001921","All",0
"2009","S01001921","All",0
"2004","S01001921","All",0
"2012","S01001921","All","19.2"
"2005","S01001921","All",0
"2010","S01001921","All","19.1"
"2006","S01001921","All",0
"2014","S01001921","All",0
"2007","S01001921","All",0
"2011","S01001921","All","19.1"
"2008","S01001921","All",0
"2004","S01001922","Pre 1991",0
"2005","S01001922","Pre 1991",0
"2006","S01001922","Pre 1991",0
"2007","S01001922","Pre 1991",0
"2008","S01001922","Pre 1991",0
"2009","S01001922","Pre 1991",0
"2010","S01001922","Pre 1991",0
"2011","S01001922","Pre 1991",0
"2012","S01001922","Pre 1991",0
"2013","S01001922","Pre 1991",0
"2013","S01001922","All",100
"2009","S01001922","All",100
"2004","S01001922","All","99.7"
"2012","S01001922","All",100
"2005","S01001922","All",100
"2010","S01001922","All",100
"2006","S01001922","All",100
"2014","S01001922","All",100
"2007","S01001922","All","98.4"
"2011","S01001922","All",100
"2008","S01001922","All",100
"2004","S01001923","Pre 1991",0
"2005","S01001923","Pre 1991",0
"2006","S01001923","Pre 1991",0
"2007","S01001923","Pre 1991",0
"2008","S01001923","Pre 1991",0
"2009","S01001923","Pre 1991",0
"2010","S01001923","Pre 1991",0
"2011","S01001923","Pre 1991",0
"2012","S01001923","Pre 1991",0
"2013","S01001923","Pre 1991",0
"2013","S01001923","All",0
"2009","S01001923","All",0
"2004","S01001923","All",0
"2012","S01001923","All",0
"2005","S01001923","All",0
"2010","S01001923","All",0
"2006","S01001923","All",0
"2014","S01001923","All",0
"2007","S01001923","All",0
"2011","S01001923","All",0
"2008","S01001923","All",0
"2004","S01001924","Pre 1991",0
"2005","S01001924","Pre 1991",0
"2006","S01001924","Pre 1991",0
"2007","S01001924","Pre 1991",0
"2008","S01001924","Pre 1991",0
"2009","S01001924","Pre 1991",0
"2010","S01001924","Pre 1991",0
"2011","S01001924","Pre 1991",0
"2012","S01001924","Pre 1991",0
"2013","S01001924","Pre 1991",0
"2013","S01001924","All",0
"2009","S01001924","All",0
"2004","S01001924","All",0
"2012","S01001924","All",0
"2005","S01001924","All",0
"2010","S01001924","All",0
"2006","S01001924","All",0
"2014","S01001924","All",0
"2007","S01001924","All",0
"2011","S01001924","All",0
"2008","S01001924","All",0
"2004","S01001925","Pre 1991",0
"2005","S01001925","Pre 1991",0
"2006","S01001925","Pre 1991",0
"2007","S01001925","Pre 1991",0
"2008","S01001925","Pre 1991",0
"2009","S01001925","Pre 1991",0
"2010","S01001925","Pre 1991",0
"2011","S01001925","Pre 1991",0
"2012","S01001925","Pre 1991","0.6"
"2013","S01001925","Pre 1991",0
"2013","S01001925","All","59.2"
"2009","S01001925","All","56.2"
"2004","S01001925","All",0
"2012","S01001925","All","56.3"
"2005","S01001925","All",0
"2010","S01001925","All","56.1"
"2006","S01001925","All",0
"2014","S01001925","All",59
"2007","S01001925","All",0
"2011","S01001925","All","56.1"
"2008","S01001925","All","98.8"
"2004","S01001926","Pre 1991",0
"2005","S01001926","Pre 1991",0
"2006","S01001926","Pre 1991",0
"2007","S01001926","Pre 1991",0
"2008","S01001926","Pre 1991",0
"2009","S01001926","Pre 1991",0
"2010","S01001926","Pre 1991",0
"2011","S01001926","Pre 1991",0
"2012","S01001926","Pre 1991",0
"2013","S01001926","Pre 1991",0
"2013","S01001926","All",0
"2009","S01001926","All",0
"2004","S01001926","All",0
"2012","S01001926","All",0
"2005","S01001926","All",0
"2010","S01001926","All",0
"2006","S01001926","All",0
"2014","S01001926","All",0
"2007","S01001926","All",0
"2011","S01001926","All",0
"2008","S01001926","All",0
"2004","S01001927","Pre 1991",0
"2005","S01001927","Pre 1991",0
"2006","S01001927","Pre 1991",0
"2007","S01001927","Pre 1991",0
"2008","S01001927","Pre 1991",0
"2009","S01001927","Pre 1991",0
"2010","S01001927","Pre 1991",0
"2011","S01001927","Pre 1991",0
"2012","S01001927","Pre 1991",6
"2013","S01001927","Pre 1991",0
"2013","S01001927","All",0
"2009","S01001927","All",0
"2004","S01001927","All",0
"2012","S01001927","All",6
"2005","S01001927","All",0
"2010","S01001927","All",0
"2006","S01001927","All",0
"2014","S01001927","All",0
"2007","S01001927","All",0
"2011","S01001927","All",0
"2008","S01001927","All",0
"2004","S01001928","Pre 1991",0
"2005","S01001928","Pre 1991",0
"2006","S01001928","Pre 1991",0
"2007","S01001928","Pre 1991",0
"2008","S01001928","Pre 1991",0
"2009","S01001928","Pre 1991",0
"2010","S01001928","Pre 1991",0
"2011","S01001928","Pre 1991",0
"2012","S01001928","Pre 1991","30.2"
"2013","S01001928","Pre 1991",0
"2013","S01001928","All",25
"2009","S01001928","All",0
"2004","S01001928","All",0
"2012","S01001928","All","30.2"
"2005","S01001928","All",0
"2010","S01001928","All",0
"2006","S01001928","All",0
"2014","S01001928","All","25.3"
"2007","S01001928","All",0
"2011","S01001928","All",0
"2008","S01001928","All",0
"2004","S01001929","Pre 1991",0
"2005","S01001929","Pre 1991",0
"2006","S01001929","Pre 1991",0
"2007","S01001929","Pre 1991",0
"2008","S01001929","Pre 1991",0
"2009","S01001929","Pre 1991",0
"2010","S01001929","Pre 1991",0
"2011","S01001929","Pre 1991",0
"2012","S01001929","Pre 1991",0
"2013","S01001929","Pre 1991",0
"2013","S01001929","All",0
"2009","S01001929","All",0
"2004","S01001929","All",0
"2012","S01001929","All",0
"2005","S01001929","All",0
"2010","S01001929","All",0
"2006","S01001929","All",0
"2014","S01001929","All",0
"2007","S01001929","All","0.4"
"2011","S01001929","All",0
"2008","S01001929","All",0
"2004","S01001930","Pre 1991",0
"2005","S01001930","Pre 1991",0
"2006","S01001930","Pre 1991",0
"2007","S01001930","Pre 1991",0
"2008","S01001930","Pre 1991",0
"2009","S01001930","Pre 1991",0
"2010","S01001930","Pre 1991",0
"2011","S01001930","Pre 1991",0
"2012","S01001930","Pre 1991",0
"2013","S01001930","Pre 1991",0
"2013","S01001930","All","20.6"
"2009","S01001930","All",0
"2004","S01001930","All",0
"2012","S01001930","All",0
"2005","S01001930","All",0
"2010","S01001930","All",0
"2006","S01001930","All",0
"2014","S01001930","All","20.4"
"2007","S01001930","All",0
"2011","S01001930","All",0
"2008","S01001930","All",0
"2004","S01001931","Pre 1991",0
"2005","S01001931","Pre 1991",0
"2006","S01001931","Pre 1991",0
"2007","S01001931","Pre 1991",0
"2008","S01001931","Pre 1991",0
"2009","S01001931","Pre 1991",0
"2010","S01001931","Pre 1991",0
"2011","S01001931","Pre 1991",0
"2012","S01001931","Pre 1991","4.5"
"2013","S01001931","Pre 1991",0
"2013","S01001931","All",0
"2009","S01001931","All",0
"2004","S01001931","All",0
"2012","S01001931","All","4.5"
"2005","S01001931","All",0
"2010","S01001931","All",0
"2006","S01001931","All",0
"2014","S01001931","All",0
"2007","S01001931","All",0
"2011","S01001931","All",0
"2008","S01001931","All",0
"2004","S01001932","Pre 1991",0
"2005","S01001932","Pre 1991",0
"2006","S01001932","Pre 1991",0
"2007","S01001932","Pre 1991",0
"2008","S01001932","Pre 1991",0
"2009","S01001932","Pre 1991",0
"2010","S01001932","Pre 1991",0
"2011","S01001932","Pre 1991",0
"2012","S01001932","Pre 1991","24.3"
"2013","S01001932","Pre 1991",0
"2013","S01001932","All",0
"2009","S01001932","All",0
"2004","S01001932","All",0
"2012","S01001932","All","24.3"
"2005","S01001932","All",0
"2010","S01001932","All",0
"2006","S01001932","All",0
"2014","S01001932","All",0
"2007","S01001932","All",0
"2011","S01001932","All",0
"2008","S01001932","All",0
"2004","S01001933","Pre 1991",0
"2005","S01001933","Pre 1991",0
"2006","S01001933","Pre 1991",0
"2007","S01001933","Pre 1991",0
"2008","S01001933","Pre 1991",0
"2009","S01001933","Pre 1991",0
"2010","S01001933","Pre 1991",0
"2011","S01001933","Pre 1991",0
"2012","S01001933","Pre 1991",0
"2013","S01001933","Pre 1991",0
"2013","S01001933","All",0
"2009","S01001933","All",0
"2004","S01001933","All",0
"2012","S01001933","All",0
"2005","S01001933","All",0
"2010","S01001933","All",0
"2006","S01001933","All",0
"2014","S01001933","All",0
"2007","S01001933","All",0
"2011","S01001933","All",0
"2008","S01001933","All",0
"2004","S01001934","Pre 1991",0
"2005","S01001934","Pre 1991",0
"2006","S01001934","Pre 1991",0
"2007","S01001934","Pre 1991",0
"2008","S01001934","Pre 1991",0
"2009","S01001934","Pre 1991",0
"2010","S01001934","Pre 1991",0
"2011","S01001934","Pre 1991",0
"2012","S01001934","Pre 1991",0
"2013","S01001934","Pre 1991",0
"2013","S01001934","All",0
"2009","S01001934","All",0
"2004","S01001934","All",0
"2012","S01001934","All","32.9"
"2005","S01001934","All",0
"2010","S01001934","All","32.9"
"2006","S01001934","All",0
"2014","S01001934","All",0
"2007","S01001934","All","82.2"
"2011","S01001934","All","32.9"
"2008","S01001934","All","0.1"
"2004","S01001935","Pre 1991","19.6"
"2005","S01001935","Pre 1991","19.6"
"2006","S01001935","Pre 1991","23.9"
"2007","S01001935","Pre 1991","23.9"
"2008","S01001935","Pre 1991","21.2"
"2009","S01001935","Pre 1991","21.2"
"2010","S01001935","Pre 1991","21.2"
"2011","S01001935","Pre 1991","21.2"
"2012","S01001935","Pre 1991","21.2"
"2013","S01001935","Pre 1991","23.6"
"2013","S01001935","All","23.6"
"2009","S01001935","All","21.2"
"2004","S01001935","All","19.6"
"2012","S01001935","All","21.2"
"2005","S01001935","All","19.6"
"2010","S01001935","All","21.2"
"2006","S01001935","All","23.9"
"2014","S01001935","All","23.6"
"2007","S01001935","All","23.9"
"2011","S01001935","All","21.2"
"2008","S01001935","All","21.2"
"2004","S01001936","Pre 1991",0
"2005","S01001936","Pre 1991",0
"2006","S01001936","Pre 1991",0
"2007","S01001936","Pre 1991",0
"2008","S01001936","Pre 1991",0
"2009","S01001936","Pre 1991",0
"2010","S01001936","Pre 1991",0
"2011","S01001936","Pre 1991",0
"2012","S01001936","Pre 1991",0
"2013","S01001936","Pre 1991",0
"2013","S01001936","All",0
"2009","S01001936","All",0
"2004","S01001936","All",0
"2012","S01001936","All",0
"2005","S01001936","All",0
"2010","S01001936","All",0
"2006","S01001936","All",0
"2014","S01001936","All",0
"2007","S01001936","All",0
"2011","S01001936","All",0
"2008","S01001936","All",0
"2004","S01001937","Pre 1991",0
"2005","S01001937","Pre 1991",0
"2006","S01001937","Pre 1991",0
"2007","S01001937","Pre 1991",0
"2008","S01001937","Pre 1991",0
"2009","S01001937","Pre 1991",0
"2010","S01001937","Pre 1991",0
"2011","S01001937","Pre 1991",0
"2012","S01001937","Pre 1991",0
"2013","S01001937","Pre 1991",0
"2013","S01001937","All",0
"2009","S01001937","All",0
"2004","S01001937","All",0
"2012","S01001937","All","56.3"
"2005","S01001937","All",0
"2010","S01001937","All","56.3"
"2006","S01001937","All",0
"2014","S01001937","All",0
"2007","S01001937","All","77.8"
"2011","S01001937","All","56.3"
"2008","S01001937","All",0
"2004","S01001938","Pre 1991",0
"2005","S01001938","Pre 1991",0
"2006","S01001938","Pre 1991",0
"2007","S01001938","Pre 1991",0
"2008","S01001938","Pre 1991",0
"2009","S01001938","Pre 1991",0
"2010","S01001938","Pre 1991",0
"2011","S01001938","Pre 1991",0
"2012","S01001938","Pre 1991","0.3"
"2013","S01001938","Pre 1991",0
"2013","S01001938","All","94.7"
"2009","S01001938","All","79.3"
"2004","S01001938","All",0
"2012","S01001938","All","0.3"
"2005","S01001938","All",0
"2010","S01001938","All","79.3"
"2006","S01001938","All",0
"2014","S01001938","All","94.5"
"2007","S01001938","All",0
"2011","S01001938","All",0
"2008","S01001938","All",0
"2004","S01001939","Pre 1991",0
"2005","S01001939","Pre 1991",0
"2006","S01001939","Pre 1991",0
"2007","S01001939","Pre 1991",0
"2008","S01001939","Pre 1991",0
"2009","S01001939","Pre 1991",0
"2010","S01001939","Pre 1991",0
"2011","S01001939","Pre 1991",0
"2012","S01001939","Pre 1991",0
"2013","S01001939","Pre 1991",0
"2013","S01001939","All",100
"2009","S01001939","All","5.7"
"2004","S01001939","All",0
"2012","S01001939","All",0
"2005","S01001939","All",0
"2010","S01001939","All","5.7"
"2006","S01001939","All",0
"2014","S01001939","All",100
"2007","S01001939","All",0
"2011","S01001939","All",0
"2008","S01001939","All",0
"2004","S01001940","Pre 1991",0
"2005","S01001940","Pre 1991",0
"2006","S01001940","Pre 1991",0
"2007","S01001940","Pre 1991",0
"2008","S01001940","Pre 1991",0
"2009","S01001940","Pre 1991",0
"2010","S01001940","Pre 1991",0
"2011","S01001940","Pre 1991",0
"2012","S01001940","Pre 1991",0
"2013","S01001940","Pre 1991",0
"2013","S01001940","All",0
"2009","S01001940","All",0
"2004","S01001940","All",0
"2012","S01001940","All",0
"2005","S01001940","All",0
"2010","S01001940","All",0
"2006","S01001940","All",0
"2014","S01001940","All",0
"2007","S01001940","All",0
"2011","S01001940","All",0
"2008","S01001940","All","5.4"
"2004","S01001941","Pre 1991",0
"2005","S01001941","Pre 1991",0
"2006","S01001941","Pre 1991",0
"2007","S01001941","Pre 1991",0
"2008","S01001941","Pre 1991",0
"2009","S01001941","Pre 1991",0
"2010","S01001941","Pre 1991",0
"2011","S01001941","Pre 1991",0
"2012","S01001941","Pre 1991","7.6"
"2013","S01001941","Pre 1991",0
"2013","S01001941","All","22.3"
"2009","S01001941","All","38.7"
"2004","S01001941","All",0
"2012","S01001941","All","29.5"
"2005","S01001941","All",0
"2010","S01001941","All","38.4"
"2006","S01001941","All",0
"2014","S01001941","All","22.5"
"2007","S01001941","All",0
"2011","S01001941","All","38.4"
"2008","S01001941","All","81.6"
"2004","S01001942","Pre 1991",0
"2005","S01001942","Pre 1991",0
"2006","S01001942","Pre 1991",0
"2007","S01001942","Pre 1991",0
"2008","S01001942","Pre 1991",0
"2009","S01001942","Pre 1991",0
"2010","S01001942","Pre 1991",0
"2011","S01001942","Pre 1991",0
"2012","S01001942","Pre 1991",0
"2013","S01001942","Pre 1991",0
"2013","S01001942","All",100
"2009","S01001942","All","94.2"
"2004","S01001942","All",0
"2012","S01001942","All",0
"2005","S01001942","All",0
"2010","S01001942","All","94.2"
"2006","S01001942","All",0
"2014","S01001942","All",100
"2007","S01001942","All",0
"2011","S01001942","All",0
"2008","S01001942","All",0
"2004","S01001943","Pre 1991",0
"2005","S01001943","Pre 1991",0
"2006","S01001943","Pre 1991",0
"2007","S01001943","Pre 1991",0
"2008","S01001943","Pre 1991",0
"2009","S01001943","Pre 1991",0
"2010","S01001943","Pre 1991",0
"2011","S01001943","Pre 1991",0
"2012","S01001943","Pre 1991",0
"2013","S01001943","Pre 1991",0
"2013","S01001943","All",0
"2009","S01001943","All",0
"2004","S01001943","All",0
"2012","S01001943","All",0
"2005","S01001943","All",0
"2010","S01001943","All",0
"2006","S01001943","All",0
"2014","S01001943","All",0
"2007","S01001943","All",0
"2011","S01001943","All",0
"2008","S01001943","All",0
"2004","S01001944","Pre 1991",0
"2005","S01001944","Pre 1991",0
"2006","S01001944","Pre 1991",0
"2007","S01001944","Pre 1991",0
"2008","S01001944","Pre 1991",0
"2009","S01001944","Pre 1991",0
"2010","S01001944","Pre 1991",0
"2011","S01001944","Pre 1991",0
"2012","S01001944","Pre 1991","24.8"
"2013","S01001944","Pre 1991",0
"2013","S01001944","All","55.1"
"2009","S01001944","All",81
"2004","S01001944","All",0
"2012","S01001944","All","24.8"
"2005","S01001944","All",0
"2010","S01001944","All","80.7"
"2006","S01001944","All",0
"2014","S01001944","All","55.2"
"2007","S01001944","All",0
"2011","S01001944","All",0
"2008","S01001944","All",0
"2004","S01001945","Pre 1991",0
"2005","S01001945","Pre 1991",0
"2006","S01001945","Pre 1991",0
"2007","S01001945","Pre 1991",0
"2008","S01001945","Pre 1991",0
"2009","S01001945","Pre 1991",0
"2010","S01001945","Pre 1991",0
"2011","S01001945","Pre 1991",0
"2012","S01001945","Pre 1991","6.3"
"2013","S01001945","Pre 1991",0
"2013","S01001945","All",0
"2009","S01001945","All","12.1"
"2004","S01001945","All",0
